wall_clock_ms,lf_A,rf_A,lb_A,rb_A,frontIntake_A,backIntake_A,lShooter_A,rShooter_A,motor_total_A,controlHub_A,expansionHub_A,servoHub_A,hub_total_A
1780257333630,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.003,0.015,0.000,0.480,0.122,0.602
1780257333682,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.000,0.496,0.122,0.618
1780257333752,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257334044,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.463,0.122,0.585
1780257334179,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.488,0.122,0.610
1780257334209,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.000,0.472,0.122,0.594
1780257334259,0.007,0.000,0.003,0.007,0.000,0.000,0.003,0.000,0.020,0.000,0.472,0.122,0.594
1780257334301,0.000,0.000,0.000,0.003,0.003,0.000,0.003,0.000,0.009,0.000,0.463,0.122,0.585
1780257334341,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.463,0.130,0.593
1780257334374,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.472,0.122,0.594
1780257334418,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.480,0.122,0.602
1780257334456,0.003,0.000,0.000,0.003,0.003,0.003,0.003,0.000,0.015,0.000,0.480,0.122,0.602
1780257334494,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.480,0.122,0.602
1780257334524,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.480,0.122,0.602
1780257334564,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.009,0.000,0.463,0.122,0.585
1780257334655,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257334716,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.472,0.122,0.594
1780257334759,0.003,0.000,0.007,0.003,0.000,0.000,0.003,0.000,0.016,0.000,0.472,0.122,0.594
1780257334802,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.472,0.122,0.594
1780257334833,0.000,0.003,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.000,0.472,0.122,0.594
1780257334869,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.009,0.000,0.480,0.122,0.602
1780257334899,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.488,0.122,0.610
1780257334946,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.003,0.009,0.000,0.504,0.122,0.626
1780257334976,0.003,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.009,0.000,0.480,0.122,0.602
1780257335015,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.009,0.000,0.480,0.122,0.602
1780257335047,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.463,0.122,0.585
1780257335089,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.000,0.463,0.122,0.585
1780257335165,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.463,0.122,0.585
1780257335232,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.015,0.000,0.480,0.122,0.602
1780257335273,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.480,0.130,0.610
1780257335310,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.463,0.122,0.585
1780257335345,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.455,0.122,0.577
1780257335381,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.472,0.130,0.602
1780257335417,0.003,0.000,0.000,0.007,0.000,0.000,0.003,0.000,0.013,0.000,0.480,0.122,0.602
1780257335457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.472,0.122,0.594
1780257335494,0.007,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.010,0.000,0.480,0.122,0.602
1780257335538,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.463,0.122,0.585
1780257335571,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.472,0.122,0.594
1780257335613,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.455,0.122,0.577
1780257335711,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.480,0.122,0.602
1780257335775,0.003,0.000,0.000,0.003,0.003,0.000,0.003,0.003,0.015,0.000,0.472,0.122,0.594
1780257335827,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.463,0.122,0.585
1780257335866,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257335908,0.007,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.013,0.000,0.463,0.122,0.585
1780257335943,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.480,0.130,0.610
1780257335985,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.472,0.122,0.594
1780257336026,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.480,0.122,0.602
1780257336072,0.433,0.309,0.313,0.503,0.000,0.000,0.003,0.003,1.564,0.000,0.732,0.122,0.854
1780257336109,1.778,1.082,1.348,0.696,0.000,0.000,0.003,0.000,4.907,0.000,5.111,0.113,5.224
1780257336230,2.139,3.491,8.609,4.027,0.000,0.000,0.003,0.000,18.269,0.000,14.961,0.130,15.091
1780257336295,0.667,0.780,1.902,1.443,0.000,0.000,0.003,0.000,4.795,0.000,4.175,0.138,4.313
1780257336348,0.178,0.295,0.251,0.324,0.000,0.000,0.000,0.003,1.051,0.000,1.139,0.130,1.269
1780257336384,0.032,0.058,0.036,0.040,0.000,0.003,0.000,0.000,0.169,0.000,0.724,0.130,0.854
1780257336424,0.007,0.007,0.010,0.007,0.003,0.003,0.003,0.000,0.040,0.000,0.529,0.122,0.651
1780257336463,0.003,0.003,0.003,0.007,0.000,0.000,0.003,0.000,0.019,0.000,0.496,0.122,0.618
1780257336511,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.472,0.122,0.594
1780257336546,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.472,0.122,0.594
1780257336584,0.003,0.003,0.000,0.003,0.000,0.003,0.003,0.003,0.018,0.000,0.480,0.122,0.602
1780257336620,0.003,0.000,0.000,0.007,0.003,0.000,0.000,0.000,0.013,0.000,0.472,0.122,0.594
1780257336670,0.010,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.016,0.000,0.480,0.122,0.602
1780257336775,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.488,0.122,0.610
1780257336832,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.000,0.520,0.122,0.642
1780257336872,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.504,0.122,0.626
1780257336905,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.480,0.122,0.602
1780257336936,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.480,0.122,0.602
1780257336976,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.472,0.122,0.594
1780257337010,0.000,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.480,0.122,0.602
1780257337046,0.003,0.000,0.003,0.003,0.000,0.003,0.003,0.000,0.015,0.000,0.472,0.122,0.594
1780257337075,0.003,0.003,0.000,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.480,0.122,0.602
1780257337119,0.007,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.016,0.000,0.472,0.122,0.594
1780257337150,0.003,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.012,0.000,0.472,0.122,0.594
1780257337194,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.000,0.472,0.122,0.594
1780257337272,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.006,0.000,0.480,0.122,0.602
1780257337300,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.480,0.122,0.602
1780257337352,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257337397,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.009,0.000,0.463,0.122,0.585
1780257337433,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.006,0.000,0.472,0.122,0.594
1780257337465,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.496,0.122,0.618
1780257337502,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.006,0.000,0.463,0.122,0.585
1780257337536,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.003,0.009,0.000,0.463,0.122,0.585
1780257337578,0.065,0.054,0.018,0.061,0.000,0.000,0.003,0.003,0.204,0.000,0.496,0.122,0.618
1780257337611,0.185,0.156,0.116,0.189,0.003,0.003,0.003,0.000,0.655,0.000,0.537,0.122,0.659
1780257337654,0.393,0.393,0.328,0.451,0.000,0.000,0.003,0.000,1.568,0.000,0.643,0.122,0.765
1780257337717,0.488,0.470,0.371,0.663,0.000,0.000,0.003,0.000,1.995,0.000,0.781,0.122,0.903
1780257337813,0.798,0.696,0.561,0.659,0.000,0.000,0.003,0.000,2.717,0.000,0.830,0.122,0.952
1780257337886,0.925,0.852,0.707,0.801,0.000,0.000,0.003,0.003,3.291,0.000,0.960,0.122,1.082
1780257337923,0.882,0.914,0.794,0.831,0.003,0.000,0.003,0.000,3.427,0.000,0.944,0.122,1.066
1780257337980,1.035,0.947,0.940,0.951,0.000,0.003,0.000,0.000,3.876,0.000,1.090,0.122,1.212
1780257338019,1.272,1.129,1.064,1.279,0.000,0.003,0.003,0.000,4.750,0.000,1.383,0.113,1.496
1780257338063,1.461,1.392,1.428,1.425,0.003,0.000,0.003,0.000,5.712,0.000,1.619,0.113,1.732
1780257338096,1.589,1.472,1.479,1.516,0.000,0.000,0.003,0.000,6.059,0.000,1.774,0.113,1.887
1780257338136,1.640,1.545,1.483,1.465,0.000,0.000,0.003,0.003,6.139,0.000,1.847,0.113,1.960
1780257338181,1.607,1.472,1.479,1.425,0.000,0.000,0.003,0.003,5.989,0.000,1.807,0.113,1.920
1780257338232,1.512,1.567,1.377,1.450,0.000,0.000,0.003,0.003,5.912,0.000,1.888,0.113,2.001
1780257338317,1.443,1.428,1.315,1.465,0.000,0.000,0.007,0.000,5.658,0.000,1.831,0.113,1.944
1780257338379,1.611,1.578,1.439,1.549,0.000,0.000,0.003,0.000,6.180,0.000,2.140,0.113,2.253
1780257338413,1.567,1.538,1.414,1.501,0.000,0.000,0.003,0.003,6.026,0.000,2.108,0.122,2.230
1780257338457,1.519,1.483,1.323,1.392,0.000,0.000,0.003,0.000,5.720,0.000,2.083,0.122,2.205
1780257338494,1.447,1.403,1.283,1.396,0.000,0.000,0.003,0.000,5.532,0.000,2.018,0.122,2.140
1780257338537,1.443,1.385,1.191,1.458,0.000,0.000,0.003,0.003,5.483,0.000,2.010,0.122,2.132
1780257338582,1.385,1.381,1.268,1.377,0.000,0.000,0.000,0.000,5.411,0.000,2.059,0.122,2.181
1780257338620,1.468,1.370,1.184,1.297,0.000,0.003,0.000,0.000,5.322,0.000,1.953,0.122,2.075
1780257338663,1.224,1.093,1.038,1.075,0.000,0.000,0.003,0.007,4.440,0.000,1.823,0.122,1.945
1780257338711,1.516,1.348,1.326,1.253,0.000,0.000,0.000,0.000,5.443,0.000,2.205,0.122,2.327
1780257338772,1.450,1.301,1.345,1.173,0.000,0.003,0.003,0.003,5.278,0.000,2.140,0.122,2.262
1780257338857,1.560,1.308,1.385,1.195,0.000,0.000,0.003,0.003,5.454,0.000,2.295,0.113,2.408
1780257338933,1.527,1.301,1.410,1.166,0.000,0.000,0.003,0.000,5.407,0.000,2.360,0.122,2.482
1780257338973,1.549,1.224,1.472,1.038,0.000,0.000,0.003,0.000,5.286,0.000,2.450,0.122,2.572
1780257339020,1.826,1.239,1.822,1.144,0.003,0.000,0.003,0.000,6.037,0.000,2.946,0.122,3.068
1780257339059,2.044,1.388,2.117,1.286,0.000,0.000,0.003,0.000,6.838,0.000,3.337,0.122,3.459
1780257339111,2.212,1.312,2.114,1.170,0.000,0.000,0.003,0.003,6.814,0.000,3.459,0.122,3.581
1780257339156,2.135,1.352,1.964,1.272,0.000,0.000,0.003,0.000,6.726,0.000,3.500,0.113,3.613
1780257339197,2.030,1.345,1.957,1.250,0.000,0.000,0.003,0.000,6.585,0.000,3.418,0.122,3.540
1780257339236,2.052,1.177,1.756,1.155,0.000,0.000,0.000,0.000,6.140,0.000,3.321,0.122,3.443
1780257339269,1.924,1.108,1.640,1.093,0.000,0.000,0.003,0.003,5.771,0.000,3.109,0.122,3.231
1780257339306,1.760,1.173,1.665,1.064,0.000,0.000,0.003,0.000,5.665,0.000,3.052,0.130,3.182
1780257339385,1.523,0.980,1.498,0.914,0.000,0.000,0.003,0.003,4.921,0.000,2.743,0.122,2.865
1780257339448,1.505,0.827,1.454,0.780,0.000,0.003,0.003,0.000,4.572,0.000,2.604,0.122,2.726
1780257339480,1.589,0.765,1.396,0.736,0.000,0.000,0.003,0.000,4.489,0.000,2.507,0.122,2.629
1780257339522,1.483,0.718,1.184,0.703,0.000,0.000,0.003,0.000,4.091,0.000,2.385,0.122,2.507
1780257339550,1.479,0.725,1.126,0.776,0.000,0.000,0.003,0.000,4.109,0.000,2.376,0.122,2.498
1780257339587,1.534,0.699,1.162,0.809,0.000,0.003,0.000,0.003,4.210,0.000,2.425,0.130,2.555
1780257339616,1.541,0.652,1.100,0.783,0.000,0.003,0.003,0.000,4.082,0.000,2.368,0.130,2.498
1780257339670,1.374,0.707,1.078,0.798,0.000,0.003,0.003,0.000,3.963,0.000,2.319,0.130,2.449
1780257339709,1.479,0.718,1.159,0.801,0.000,0.003,0.000,0.000,4.160,0.000,2.417,0.130,2.547
1780257339756,1.399,0.619,1.151,0.787,0.000,0.000,0.003,0.000,3.959,0.000,2.385,0.130,2.515
1780257339797,1.618,0.699,1.224,0.885,0.000,0.000,0.003,0.000,4.429,0.000,2.612,0.122,2.734
1780257339838,1.651,0.623,1.177,0.761,0.000,0.000,0.003,0.000,4.215,0.000,2.344,0.130,2.474
1780257339920,1.680,0.765,1.283,0.911,0.000,0.000,0.003,0.000,4.642,0.000,2.637,0.130,2.767
1780257340004,1.319,0.422,1.038,0.535,0.000,0.003,0.003,0.000,3.320,0.000,2.157,0.130,2.287
1780257340038,1.443,0.470,1.038,0.608,0.000,0.000,0.003,0.000,3.562,0.000,2.311,0.130,2.441
1780257340080,1.527,0.543,1.345,0.564,0.000,0.000,0.000,0.000,3.979,0.000,2.368,0.130,2.498
1780257340119,1.716,0.317,1.483,0.422,0.000,0.000,0.003,0.000,3.941,0.000,2.645,0.130,2.775
1780257340161,1.979,0.338,1.516,0.477,0.000,0.003,0.000,0.000,4.313,0.000,2.710,0.130,2.840
1780257340198,1.826,0.313,1.221,0.481,0.000,0.003,0.003,0.000,3.847,0.000,2.482,0.130,2.612
1780257340238,1.764,0.262,1.483,0.349,0.000,0.003,0.000,0.000,3.861,0.000,2.653,0.130,2.783
1780257340273,1.928,0.411,1.432,0.430,0.000,0.003,0.003,0.000,4.207,0.000,2.751,0.130,2.881
1780257340318,1.902,0.349,1.293,0.521,0.000,0.000,0.003,0.003,4.071,0.000,2.564,0.130,2.694
1780257340349,1.709,0.291,1.272,0.473,0.003,0.003,0.003,0.000,3.754,0.000,2.490,0.130,2.620
1780257340424,1.778,0.284,1.264,0.473,0.000,0.000,0.003,0.007,3.809,0.000,2.515,0.130,2.645
1780257340457,1.662,0.280,1.246,0.466,0.000,0.000,0.003,0.000,3.657,0.000,2.498,0.130,2.628
1780257340519,1.829,0.273,1.202,0.586,0.000,0.000,0.003,0.003,3.896,0.000,2.515,0.130,2.645
1780257340555,1.775,0.277,1.188,0.572,0.000,0.003,0.003,0.000,3.818,0.000,2.507,0.130,2.637
1780257340597,1.807,0.284,1.206,0.623,0.000,0.000,0.003,0.003,3.926,0.000,2.515,0.130,2.645
1780257340636,1.738,0.309,1.202,0.729,0.000,0.000,0.000,0.003,3.981,0.000,2.547,0.130,2.677
1780257340683,1.683,0.317,1.264,0.594,0.000,0.003,0.000,0.003,3.864,0.000,2.523,0.130,2.653
1780257340740,1.851,0.317,1.232,0.583,0.000,0.000,0.003,0.000,3.986,0.000,2.523,0.130,2.653
1780257340790,2.030,0.200,1.472,0.393,0.000,0.000,0.003,0.003,4.101,0.000,2.962,0.130,3.092
1780257340820,2.252,0.185,1.592,0.320,0.000,0.000,0.003,0.000,4.352,0.000,3.036,0.130,3.166
1780257340857,2.223,0.189,1.545,0.291,0.000,0.000,0.000,0.000,4.248,0.000,3.011,0.130,3.141
1780257340933,2.092,0.167,1.607,0.247,0.000,0.000,0.000,0.000,4.113,0.000,2.987,0.130,3.117
1780257340973,2.248,0.164,1.479,0.266,0.003,0.007,0.003,0.000,4.170,0.000,3.085,0.130,3.215
1780257341044,2.197,0.160,1.530,0.324,0.000,0.003,0.003,0.000,4.217,0.000,3.085,0.130,3.215
1780257341077,2.259,0.156,1.315,0.313,0.000,0.000,0.003,0.003,4.049,0.000,2.987,0.130,3.117
1780257341122,2.143,0.156,1.417,0.390,0.003,0.000,0.003,0.003,4.115,0.000,3.076,0.130,3.206
1780257341178,2.154,0.164,1.210,0.393,0.000,0.000,0.003,0.000,3.924,0.000,2.881,0.130,3.011
1780257341215,2.562,0.120,1.498,0.331,0.000,0.003,0.003,0.003,4.520,0.000,3.532,0.130,3.662
1780257341257,2.861,0.098,1.767,0.222,0.000,0.000,0.003,0.000,4.951,0.000,3.890,0.130,4.020
1780257341314,2.803,0.083,1.614,0.153,0.000,0.000,0.003,0.000,4.656,0.000,3.793,0.130,3.923
1780257341348,2.587,0.087,1.494,0.193,0.000,0.000,0.003,0.000,4.364,0.000,3.589,0.130,3.719
1780257341383,2.507,0.091,1.458,0.160,0.000,0.000,0.003,0.000,4.219,0.000,3.483,0.130,3.613
1780257341463,2.598,0.091,1.188,0.473,0.000,0.000,0.003,0.000,4.353,0.000,3.386,0.130,3.516
1780257341500,3.021,0.437,1.745,0.437,0.000,0.003,0.003,0.000,5.646,0.000,4.802,0.130,4.932
1780257341560,3.400,1.283,1.939,0.145,0.000,0.003,0.003,0.000,6.773,0.000,5.063,0.138,5.201
1780257341614,3.014,0.878,1.618,0.047,0.000,0.003,0.003,0.000,5.563,0.000,4.672,0.130,4.802
1780257341665,3.185,1.950,1.607,0.459,0.000,0.000,0.003,0.000,7.204,0.000,5.470,0.130,5.600
1780257341707,3.415,2.959,1.683,0.936,0.000,0.000,0.003,0.000,8.996,0.000,6.935,0.130,7.065
1780257341764,1.443,2.609,3.674,2.839,0.000,0.000,0.000,0.000,10.565,0.000,8.571,0.138,8.709
1780257341804,0.925,2.817,1.709,2.569,0.000,0.000,0.000,0.000,8.020,0.000,6.064,0.138,6.202
1780257341843,0.244,1.078,0.298,1.046,0.000,0.003,0.000,0.000,2.669,0.000,2.490,0.130,2.620
1780257341888,0.029,0.112,0.032,0.091,0.000,0.003,0.003,0.003,0.273,0.000,0.822,0.130,0.952
1780257341964,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.003,0.018,0.000,0.488,0.122,0.610
1780257342003,0.003,0.003,0.003,0.003,0.000,0.003,0.000,0.003,0.018,0.000,0.488,0.122,0.610
1780257342059,0.003,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.009,0.000,0.480,0.122,0.602
1780257342120,0.007,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.013,0.000,0.463,0.122,0.585
1780257342156,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.000,0.472,0.122,0.594
1780257342211,0.003,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.012,0.000,0.480,0.122,0.602
1780257342246,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257342284,0.007,0.000,0.003,0.003,0.000,0.000,0.003,0.003,0.019,0.000,0.496,0.122,0.618
1780257342312,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.488,0.130,0.618
1780257342370,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.000,0.472,0.122,0.594
1780257342404,0.003,0.000,0.000,0.003,0.000,0.000,0.003,0.003,0.012,0.000,0.472,0.122,0.594
1780257342483,0.003,0.000,0.003,0.003,0.000,0.003,0.000,0.003,0.015,0.000,0.472,0.122,0.594
1780257342541,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257342570,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.000,0.472,0.130,0.602
1780257342625,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257342678,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.130,0.602
1780257342709,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.006,0.000,0.480,0.122,0.602
1780257342745,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.480,0.122,0.602
1780257342775,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.000,0.009,0.000,0.480,0.122,0.602
1780257342824,0.160,0.196,0.164,0.127,0.000,0.003,0.003,0.003,0.656,0.000,0.537,0.122,0.659
1780257342869,1.016,0.958,0.947,0.882,0.000,0.000,0.003,0.003,3.809,0.000,1.440,0.113,1.553
1780257342912,2.241,2.190,2.179,2.135,0.000,0.000,0.003,0.000,8.748,0.000,2.669,0.097,2.766
1780257343019,2.573,2.420,2.598,2.573,0.000,0.000,0.000,0.000,10.164,0.000,3.223,0.097,3.320
1780257343060,1.811,1.917,1.939,1.388,0.000,0.000,0.003,0.003,7.061,0.000,1.684,0.122,1.806
1780257343106,0.652,0.696,0.572,0.492,0.000,0.000,0.003,0.000,2.415,0.000,0.838,0.122,0.960
1780257343181,0.488,0.444,0.371,0.346,0.000,0.000,0.003,0.003,1.655,0.000,0.667,0.122,0.789
1780257343222,0.266,0.156,0.120,0.138,0.000,0.000,0.003,0.000,0.683,0.000,0.537,0.122,0.659
1780257343273,0.021,0.014,0.014,0.010,0.000,0.003,0.003,0.000,0.065,0.000,0.496,0.122,0.618
1780257343317,0.003,0.003,0.003,0.003,0.000,0.000,0.003,0.003,0.018,0.000,0.480,0.122,0.602
1780257343348,0.003,0.003,0.003,0.003,0.000,0.000,0.000,0.003,0.015,0.000,0.472,0.122,0.594
1780257343381,0.000,0.000,0.003,0.003,0.000,0.000,0.003,0.000,0.009,0.000,0.472,0.122,0.594
1780257343413,0.003,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.009,0.000,0.472,0.122,0.594
1780257343464,0.000,0.000,0.000,0.003,0.000,0.000,0.003,0.000,0.006,0.000,0.472,0.122,0.594
1780257343561,2.332,2.081,2.194,2.219,0.000,0.000,0.003,0.007,8.836,0.000,2.759,0.097,2.856
1780257343620,6.353,5.762,6.797,6.396,0.000,0.000,0.000,0.000,25.308,0.000,21.921,0.130,22.051
1780257343672,7.559,2.587,7.942,4.228,0.000,0.000,0.003,0.000,22.319,0.000,21.497,0.138,21.635
1780257343709,6.786,3.499,7.206,5.850,0.000,0.000,0.000,0.000,23.341,0.000,22.661,0.146,22.807
1780257343763,6.065,3.273,6.236,4.971,0.000,0.000,0.003,0.000,20.548,0.000,19.674,0.138,19.812
1780257343798,5.708,3.360,5.861,4.924,0.000,0.000,0.003,0.000,19.856,0.000,19.796,0.146,19.942
1780257343833,5.299,3.517,5.438,4.672,0.000,0.000,0.003,0.000,18.929,0.000,18.453,0.146,18.599
1780257343863,4.847,3.451,4.975,4.322,0.000,0.000,0.003,0.000,17.598,0.000,17.598,0.146,17.744
